"","committed_to","state_province","count","tot","share","rank","end_year","start_year"
"4721","North Texas","TX",79,88,0.897727272727273,1,2014,2009
"4722","South Florida","FL",78,93,0.838709677419355,1,2014,2009
"4723","San José State","CA",77,89,0.865168539325843,1,2014,2009
"4724","Florida","FL",75,121,0.619834710743802,1,2014,2009
"4725","San Diego State","CA",75,101,0.742574257425743,1,2014,2009
"4726","Fresno State","CA",74,88,0.840909090909091,1,2014,2009
"4727","Florida State","FL",73,118,0.61864406779661,1,2014,2009
"4728","Georgia","GA",72,108,0.666666666666667,1,2014,2009
"4729","Washington","CA",72,123,0.585365853658537,1,2014,2009
"4730","Miami","FL",71,111,0.63963963963964,1,2014,2009
"4731","Central Michigan","MI",70,103,0.679611650485437,1,2014,2009
"4732","Texas Tech","TX",70,105,0.666666666666667,1,2014,2009
"4733","LSU","LA",68,117,0.581196581196581,1,2014,2009
"4734","USC","CA",67,94,0.712765957446808,1,2014,2009
"4735","UTEP","TX",67,96,0.697916666666667,1,2014,2009
"4736","Mississippi State","MS",66,110,0.6,1,2014,2009
"4737","UCLA","CA",66,110,0.6,1,2014,2009
"4738","Tulane","LA",64,105,0.60952380952381,1,2014,2009
"4739","Virginia Tech","VA",64,113,0.566371681415929,1,2014,2009
"4740","Nevada","CA",62,87,0.71264367816092,1,2014,2009
"4741","UCF","FL",62,94,0.659574468085106,1,2014,2009
"4742","Kent State","OH",59,96,0.614583333333333,1,2014,2009
"4743","California","CA",58,89,0.651685393258427,1,2014,2009
"4744","Ohio State","OH",58,111,0.522522522522523,1,2014,2009
"4745","Virginia","VA",56,104,0.538461538461538,1,2014,2009
"4746","UAB","AL",55,105,0.523809523809524,1,2014,2009
"4747","Washington State","CA",55,113,0.486725663716814,1,2014,2009
"4748","Tulsa","OK",54,104,0.519230769230769,1,2014,2009
"4749","Louisiana","LA",53,97,0.54639175257732,1,2014,2009
"4750","Oklahoma","TX",53,111,0.477477477477477,1,2014,2009
"4751","Toledo","OH",51,105,0.485714285714286,1,2014,2009
"4752","Georgia Tech","GA",50,93,0.537634408602151,1,2014,2009
"4753","Northern Illinois","IL",50,126,0.396825396825397,1,2014,2009
"4754","Rutgers","NJ",50,107,0.467289719626168,1,2014,2009
"4755","Colorado","CA",48,107,0.448598130841121,1,2014,2009
"4756","Ohio","OH",48,90,0.533333333333333,1,2014,2009
"4757","Oregon State","CA",48,103,0.466019417475728,1,2014,2009
"4758","Arizona","CA",46,116,0.396551724137931,1,2014,2009
"4759","Marshall","FL",46,101,0.455445544554455,1,2014,2009
"4760","NC State","NC",46,107,0.429906542056075,1,2014,2009
"4761","Wisconsin","WI",46,111,0.414414414414414,1,2014,2009
"4762","Temple","PA",45,108,0.416666666666667,1,2014,2009
"4763","Troy","AL",45,87,0.517241379310345,1,2014,2009
"4764","Arizona State","CA",44,87,0.505747126436782,1,2014,2009
"4765","Clemson","SC",44,108,0.407407407407407,1,2014,2009
"4766","East Carolina","NC",43,98,0.438775510204082,1,2014,2009
"4767","Pittsburgh","PA",43,106,0.405660377358491,1,2014,2009
"4768","Akron","OH",42,88,0.477272727272727,1,2014,2009
"4769","North Carolina","NC",42,105,0.4,1,2014,2009
"4770","Ole Miss","MS",42,103,0.407766990291262,1,2014,2009
"4771","Auburn","AL",41,111,0.369369369369369,1,2014,2009
"4772","Cincinnati","OH",41,107,0.383177570093458,1,2014,2009
"4773","Western Kentucky","FL",41,93,0.440860215053763,1,2014,2009
"4774","Western Michigan","FL",41,110,0.372727272727273,1,2014,2009
"4775","Boise State","CA",39,85,0.458823529411765,1,2014,2009
"4776","Bowling Green","OH",39,100,0.39,1,2014,2009
"4777","BYU","UT",39,95,0.410526315789474,1,2014,2009
"4778","Louisiana Monroe","TX",39,92,0.423913043478261,1,2014,2009
"4779","Louisville","FL",39,97,0.402061855670103,1,2014,2009
"4780","Middle Tennessee","GA",39,83,0.469879518072289,1,2014,2009
"4781","Michigan","OH",38,120,0.316666666666667,1,2014,2009
"4782","South Carolina","GA",38,115,0.330434782608696,1,2014,2009
"4783","Alabama","AL",37,116,0.318965517241379,1,2014,2009
"4784","Miami (OH)","OH",36,113,0.31858407079646,1,2014,2009
"4785","Oregon","CA",36,97,0.371134020618557,1,2014,2009
"4786","Texas State","TX",36,40,0.9,1,2014,2009
"4787","Utah State","UT",36,79,0.455696202531646,1,2014,2009
"4788","Georgia State","GA",35,45,0.777777777777778,1,2014,2009
"4789","Hawai'i","HI",35,99,0.353535353535354,1,2014,2009
"4790","Utah","UT",35,94,0.372340425531915,1,2014,2009
"4791","Louisiana Tech","LA",34,70,0.485714285714286,1,2014,2009
"4792","Missouri","MO",34,102,0.333333333333333,1,2014,2009
"4793","New Mexico","TX",34,89,0.382022471910112,1,2014,2009
"4794","Southern Mississippi","AL",34,107,0.317757009345794,1,2014,2009
"4795","Southern Mississippi","MS",34,107,0.317757009345794,2,2014,2009
"4796","Michigan State","MI",33,107,0.308411214953271,1,2014,2009
"4797","South Carolina","SC",33,115,0.28695652173913,2,2014,2009
"4798","Temple","NJ",33,108,0.305555555555556,2,2014,2009
"4799","Washington","WA",33,123,0.268292682926829,2,2014,2009
"4800","Kansas","TX",32,77,0.415584415584416,1,2014,2009
"4801","Maryland","MD",32,97,0.329896907216495,1,2014,2009
"4802","Michigan","MI",32,120,0.266666666666667,2,2014,2009
"4803","Minnesota","MN",32,112,0.285714285714286,1,2014,2009
"4804","Auburn","GA",31,111,0.279279279279279,2,2014,2009
"4805","Hawai'i","CA",31,99,0.313131313131313,2,2014,2009
"4806","Indiana","OH",31,113,0.274336283185841,1,2014,2009
"4807","Iowa State","TX",31,103,0.300970873786408,1,2014,2009
"4808","UNLV","CA",31,77,0.402597402597403,1,2014,2009
"4809","UT San Antonio","TX",31,39,0.794871794871795,1,2014,2009
"4810","Air Force","TX",30,126,0.238095238095238,1,2014,2009
"4811","Arkansas","AR",30,116,0.258620689655172,1,2014,2009
"4812","Arkansas State","AR",30,90,0.333333333333333,1,2014,2009
"4813","Cincinnati","FL",30,107,0.280373831775701,2,2014,2009
"4814","Illinois","IL",30,104,0.288461538461538,1,2014,2009
"4815","New Mexico State","TX",30,72,0.416666666666667,1,2014,2009
"4816","Tennessee","TN",30,116,0.258620689655172,1,2014,2009
"4817","Wake Forest","FL",30,105,0.285714285714286,1,2014,2009
"4818","West Virginia","FL",30,101,0.297029702970297,1,2014,2009
"4819","Arizona","AZ",29,116,0.25,2,2014,2009
"4820","Iowa State","FL",29,103,0.281553398058252,2,2014,2009
"4821","Michigan State","OH",29,107,0.271028037383178,2,2014,2009
"4822","Colorado State","TX",28,114,0.245614035087719,1,2014,2009
"4823","Indiana","IN",28,113,0.247787610619469,2,2014,2009
"4824","Duke","NC",27,101,0.267326732673267,1,2014,2009
"4825","Missouri","TX",27,102,0.264705882352941,2,2014,2009
"4826","South Alabama","AL",27,57,0.473684210526316,1,2014,2009
"4827","Syracuse","NY",27,107,0.252336448598131,1,2014,2009
"4828","Tulsa","TX",27,104,0.259615384615385,2,2014,2009
"4829","Vanderbilt","GA",27,116,0.232758620689655,1,2014,2009
"4830","Colorado State","CO",26,114,0.228070175438596,2,2014,2009
"4831","Kentucky","GA",26,120,0.216666666666667,1,2014,2009
"4832","Memphis","TN",26,104,0.25,1,2014,2009
"4833","Tennessee","GA",26,116,0.224137931034483,2,2014,2009
"4834","Western Michigan","MI",26,110,0.236363636363636,2,2014,2009
"4835","Kansas State","TX",25,75,0.333333333333333,1,2014,2009
"4836","Troy","FL",25,87,0.28735632183908,2,2014,2009
"4837","Colorado State","CA",24,114,0.210526315789474,3,2014,2009
"4838","NC State","GA",24,107,0.224299065420561,2,2014,2009
"4839","Penn State","PA",24,94,0.25531914893617,1,2014,2009
"4840","Purdue","FL",24,101,0.237623762376238,1,2014,2009
"4841","UAB","GA",24,105,0.228571428571429,2,2014,2009
"4842","BYU","CA",23,95,0.242105263157895,2,2014,2009
"4843","Georgia","FL",23,108,0.212962962962963,2,2014,2009
"4844","Louisiana Monroe","LA",23,92,0.25,2,2014,2009
"4845","Louisiana Tech","TX",23,70,0.328571428571429,2,2014,2009
"4846","Old Dominion","VA",23,58,0.396551724137931,1,2014,2009
"4847","Rutgers","FL",23,107,0.214953271028037,2,2014,2009
"4848","Syracuse","FL",23,107,0.214953271028037,2,2014,2009
"4849","UCF","GA",23,94,0.24468085106383,2,2014,2009
"4850","Ball State","IN",22,100,0.22,1,2014,2009
"4851","Ball State","OH",22,100,0.22,2,2014,2009
"4852","Charlotte","NC",22,43,0.511627906976744,1,2014,2009
"4853","Eastern Michigan","MI",22,82,0.268292682926829,1,2014,2009
"4854","Stanford","CA",22,96,0.229166666666667,1,2014,2009
"4855","Utah","CA",22,94,0.234042553191489,2,2014,2009
"4856","Washington State","WA",22,113,0.194690265486726,2,2014,2009
"4857","Western Kentucky","KY",22,93,0.236559139784946,2,2014,2009
"4858","Appalachian State","GA",21,48,0.4375,1,2014,2009
"4859","Boston College","MA",21,103,0.203883495145631,1,2014,2009
"4860","Bowling Green","FL",21,100,0.21,2,2014,2009
"4861","Iowa","IA",21,109,0.192660550458716,1,2014,2009
"4862","Kentucky","FL",21,120,0.175,2,2014,2009
"4863","South Carolina","FL",21,115,0.182608695652174,3,2014,2009
"4864","Utah","TX",21,94,0.223404255319149,3,2014,2009
"4865","Arkansas","TX",20,116,0.172413793103448,2,2014,2009
"4866","Arkansas State","AL",20,90,0.222222222222222,2,2014,2009
"4867","Buffalo","NY",20,96,0.208333333333333,1,2014,2009
"4868","Kentucky","KY",20,120,0.166666666666667,3,2014,2009
"4869","Kentucky","OH",20,120,0.166666666666667,4,2014,2009
"4870","Northern Illinois","WI",20,126,0.158730158730159,2,2014,2009
"4871","Pittsburgh","OH",20,106,0.188679245283019,2,2014,2009
"4872","Tennessee","FL",20,116,0.172413793103448,3,2014,2009
"4873","Western Michigan","IL",20,110,0.181818181818182,3,2014,2009
"4874","Air Force","GA",19,126,0.150793650793651,2,2014,2009
"4875","Alabama","GA",19,116,0.163793103448276,2,2014,2009
"4876","Arizona State","AZ",19,87,0.218390804597701,2,2014,2009
"4877","Boston College","NJ",19,103,0.184466019417476,2,2014,2009
"4878","Clemson","GA",19,108,0.175925925925926,2,2014,2009
"4879","Idaho","WA",19,68,0.279411764705882,1,2014,2009
"4880","Illinois","FL",19,104,0.182692307692308,2,2014,2009
"4881","Iowa State","IA",19,103,0.184466019417476,3,2014,2009
"4882","Memphis","MS",19,104,0.182692307692308,2,2014,2009
"4883","New Mexico State","CA",19,72,0.263888888888889,2,2014,2009
"4884","Northwestern","IL",19,89,0.213483146067416,1,2014,2009
"4885","Northwestern","OH",19,89,0.213483146067416,2,2014,2009
"4886","Vanderbilt","TN",19,116,0.163793103448276,2,2014,2009
"4887","Bowling Green","MI",18,100,0.18,3,2014,2009
"4888","East Carolina","SC",18,98,0.183673469387755,2,2014,2009
"4889","Idaho","CA",18,68,0.264705882352941,2,2014,2009
"4890","Kansas State","KS",18,75,0.24,2,2014,2009
"4891","Oklahoma","OK",18,111,0.162162162162162,2,2014,2009
"4892","Wake Forest","NC",18,105,0.171428571428571,2,2014,2009
"4893","Akron","PA",17,88,0.193181818181818,2,2014,2009
"4894","Buffalo","OH",17,96,0.177083333333333,2,2014,2009
"4895","Clemson","NC",17,108,0.157407407407407,3,2014,2009
"4896","Kansas","KS",17,77,0.220779220779221,2,2014,2009
"4897","Middle Tennessee","FL",17,83,0.204819277108434,2,2014,2009
"4898","Navy","FL",17,82,0.207317073170732,1,2014,2009
"4899","Nebraska","TX",17,98,0.173469387755102,1,2014,2009
"4900","North Carolina","FL",17,105,0.161904761904762,2,2014,2009
"4901","UNLV","NV",17,77,0.220779220779221,2,2014,2009
"4902","Akron","FL",16,88,0.181818181818182,3,2014,2009
"4903","Auburn","FL",16,111,0.144144144144144,3,2014,2009
"4904","Colorado","CO",16,107,0.149532710280374,2,2014,2009
"4905","Colorado","TX",16,107,0.149532710280374,3,2014,2009
"4906","Georgia Tech","FL",16,93,0.172043010752688,2,2014,2009
"4907","Illinois","OH",16,104,0.153846153846154,3,2014,2009
"4908","Iowa","IL",16,109,0.146788990825688,2,2014,2009
"4909","Louisiana","MS",16,97,0.164948453608247,2,2014,2009
"4910","Marshall","GA",16,101,0.158415841584158,2,2014,2009
"4911","South Alabama","FL",16,57,0.280701754385965,2,2014,2009
"4912","Vanderbilt","FL",16,116,0.137931034482759,3,2014,2009
"4913","West Virginia","OH",16,101,0.158415841584158,2,2014,2009
"4914","Wisconsin","FL",16,111,0.144144144144144,2,2014,2009
"4915","Air Force","CA",15,126,0.119047619047619,3,2014,2009
"4916","Central Michigan","IL",15,103,0.145631067961165,2,2014,2009
"4917","Colorado State","FL",15,114,0.131578947368421,4,2014,2009
"4918","Connecticut","CT",15,98,0.153061224489796,1,2014,2009
"4919","Connecticut","FL",15,98,0.153061224489796,2,2014,2009
"4920","Eastern Michigan","OH",15,82,0.182926829268293,2,2014,2009
"4921","LSU","TX",15,117,0.128205128205128,2,2014,2009
"4922","Minnesota","FL",15,112,0.133928571428571,2,2014,2009
"4923","Nebraska","NE",15,98,0.153061224489796,2,2014,2009
"4924","Notre Dame","OH",15,109,0.137614678899083,1,2014,2009
"4925","South Carolina State","SC",15,19,0.789473684210526,1,2014,2009
"4926","Arkansas","FL",14,116,0.120689655172414,3,2014,2009
"4927","Boise State","TX",14,85,0.164705882352941,2,2014,2009
"4928","Connecticut","PA",14,98,0.142857142857143,3,2014,2009
"4929","Duke","GA",14,101,0.138613861386139,2,2014,2009
"4930","Eastern Michigan","IL",14,82,0.170731707317073,3,2014,2009
"4931","Indiana","FL",14,113,0.123893805309735,3,2014,2009
"4932","Ole Miss","AL",14,103,0.135922330097087,2,2014,2009
"4933","Penn State","NJ",14,94,0.148936170212766,2,2014,2009
"4934","Purdue","IN",14,101,0.138613861386139,2,2014,2009
"4935","Rutgers","PA",14,107,0.130841121495327,3,2014,2009
"4936","UTEP","CA",14,96,0.145833333333333,2,2014,2009
"4937","Wake Forest","GA",14,105,0.133333333333333,3,2014,2009
"4938","Wyoming","CO",14,86,0.162790697674419,1,2014,2009
"4939","Ball State","MI",13,100,0.13,3,2014,2009
"4940","Bethune-Cookman","FL",13,13,1,1,2014,2009
"4941","Duke","FL",13,101,0.128712871287129,3,2014,2009
"4942","East Carolina","VA",13,98,0.13265306122449,3,2014,2009
"4943","Georgia Southern","GA",13,25,0.52,1,2014,2009
"4944","Louisiana Monroe","AR",13,92,0.141304347826087,3,2014,2009
"4945","Mississippi State","AL",13,110,0.118181818181818,2,2014,2009
"4946","Northern Illinois","FL",13,126,0.103174603174603,3,2014,2009
"4947","Oklahoma","CA",13,111,0.117117117117117,3,2014,2009
"4948","Oklahoma State","OK",13,116,0.112068965517241,2,2014,2009
"4949","Ole Miss","FL",13,103,0.12621359223301,3,2014,2009
"4950","Ole Miss","GA",13,103,0.12621359223301,4,2014,2009
"4951","Oregon","TX",13,97,0.134020618556701,2,2014,2009
"4952","Southern Mississippi","GA",13,107,0.121495327102804,3,2014,2009
"4953","Vanderbilt","AL",13,116,0.112068965517241,4,2014,2009
"4954","Virginia","MD",13,104,0.125,2,2014,2009
"4955","Wisconsin","OH",13,111,0.117117117117117,3,2014,2009
"4956","Wyoming","TX",13,86,0.151162790697674,2,2014,2009
"4957","Arkansas State","TX",12,90,0.133333333333333,3,2014,2009
"4958","Ball State","IL",12,100,0.12,4,2014,2009
"4959","Boston College","OH",12,103,0.116504854368932,3,2014,2009
"4960","Buffalo","FL",12,96,0.125,3,2014,2009
"4961","Indiana","IL",12,113,0.106194690265487,4,2014,2009
"4962","Louisville","GA",12,97,0.123711340206186,2,2014,2009
"4963","Louisville","KY",12,97,0.123711340206186,3,2014,2009
"4964","Marshall","VA",12,101,0.118811881188119,3,2014,2009
"4965","Memphis","LA",12,104,0.115384615384615,3,2014,2009
"4966","Memphis","TX",12,104,0.115384615384615,4,2014,2009
"4967","Miami (OH)","TX",12,113,0.106194690265487,2,2014,2009
"4968","Middle Tennessee","TN",12,83,0.144578313253012,3,2014,2009
"4969","Minnesota","TX",12,112,0.107142857142857,3,2014,2009
"4970","North Carolina","GA",12,105,0.114285714285714,3,2014,2009
"4971","Notre Dame","FL",12,109,0.110091743119266,2,2014,2009
"4972","Oregon","OR",12,97,0.123711340206186,3,2014,2009
"4973","Syracuse","PA",12,107,0.11214953271028,3,2014,2009
"4974","UNLV","TX",12,77,0.155844155844156,3,2014,2009
"4975","Utah State","CA",12,79,0.151898734177215,2,2014,2009
"4976","Wake Forest","TX",12,105,0.114285714285714,4,2014,2009
"4977","Army","TX",11,109,0.100917431192661,1,2014,2009
"4978","Ball State","NC",11,100,0.11,5,2014,2009
"4979","Boise State","ID",11,85,0.129411764705882,3,2014,2009
"4980","Eastern Michigan","IN",11,82,0.134146341463415,4,2014,2009
"4981","Florida","GA",11,121,0.0909090909090909,2,2014,2009
"4982","Idaho","ID",11,68,0.161764705882353,3,2014,2009
"4983","Iowa","OH",11,109,0.100917431192661,3,2014,2009
"4984","Maryland","DC",11,97,0.11340206185567,2,2014,2009
"4985","Maryland","PA",11,97,0.11340206185567,3,2014,2009
"4986","Memphis","FL",11,104,0.105769230769231,5,2014,2009
"4987","Missouri","FL",11,102,0.107843137254902,3,2014,2009
"4988","NC State","FL",11,107,0.102803738317757,3,2014,2009
"4989","Northwestern","TX",11,89,0.123595505617978,3,2014,2009
"4990","Oregon State","TX",11,103,0.106796116504854,2,2014,2009
"4991","Purdue","TX",11,101,0.108910891089109,3,2014,2009
"4992","SMU","CA",11,119,0.092436974789916,2,2014,2009
"4993","Tulane","FL",11,105,0.104761904761905,2,2014,2009
"4994","Virginia Tech","FL",11,113,0.0973451327433628,2,2014,2009
"4995","West Virginia","PA",11,101,0.108910891089109,3,2014,2009
"4996","Western Kentucky","AL",11,93,0.118279569892473,3,2014,2009
"4997","Alabama","FL",10,116,0.0862068965517241,3,2014,2009
"4998","Appalachian State","NC",10,48,0.208333333333333,2,2014,2009
"4999","Arkansas State","TN",10,90,0.111111111111111,4,2014,2009
"5000","Army","CA",10,109,0.0917431192660551,2,2014,2009
"5001","Boston College","FL",10,103,0.0970873786407767,4,2014,2009
"5002","California","TX",10,89,0.112359550561798,2,2014,2009
"5003","Cincinnati","IN",10,107,0.0934579439252336,3,2014,2009
"5004","Iowa","MI",10,109,0.0917431192660551,4,2014,2009
"5005","Kent State","FL",10,96,0.104166666666667,2,2014,2009
"5006","Louisville","OH",10,97,0.103092783505155,4,2014,2009
"5007","Maryland","FL",10,97,0.103092783505155,4,2014,2009
"5008","Miami (OH)","FL",10,113,0.0884955752212389,3,2014,2009
"5009","Minnesota","WI",10,112,0.0892857142857143,4,2014,2009
"5010","Nebraska","FL",10,98,0.102040816326531,3,2014,2009
"5011","New Mexico","CA",10,89,0.112359550561798,2,2014,2009
"5012","Northern Illinois","MO",10,126,0.0793650793650794,4,2014,2009
"5013","Oregon State","WA",10,103,0.0970873786407767,3,2014,2009
"5014","Penn State","MD",10,94,0.106382978723404,3,2014,2009
"5015","Purdue","GA",10,101,0.099009900990099,4,2014,2009
"5016","Purdue","IL",10,101,0.099009900990099,5,2014,2009
"5017","Stanford","TX",10,96,0.104166666666667,2,2014,2009
"5018","Toledo","FL",10,105,0.0952380952380952,2,2014,2009
"5019","Utah State","FL",10,79,0.126582278481013,3,2014,2009
"5020","Air Force","AZ",9,126,0.0714285714285714,4,2014,2009
"5021","Air Force","FL",9,126,0.0714285714285714,5,2014,2009
"5022","Alabama","LA",9,116,0.0775862068965517,4,2014,2009
"5023","Appalachian State","SC",9,48,0.1875,3,2014,2009
"5024","Arizona","TX",9,116,0.0775862068965517,3,2014,2009
"5025","Arkansas","OK",9,116,0.0775862068965517,4,2014,2009
"5026","Army","GA",9,109,0.0825688073394495,3,2014,2009
"5027","Buffalo","GA",9,96,0.09375,4,2014,2009
"5028","Buffalo","MI",9,96,0.09375,5,2014,2009
"5029","Connecticut","NJ",9,98,0.0918367346938776,4,2014,2009
"5030","Iowa","TX",9,109,0.0825688073394495,5,2014,2009
"5031","Kansas State","MO",9,75,0.12,3,2014,2009
"5032","Michigan State","FL",9,107,0.0841121495327103,3,2014,2009
"5033","Navy","TX",9,82,0.109756097560976,2,2014,2009
"5034","New Mexico","NM",9,89,0.101123595505618,3,2014,2009
"5035","North Carolina","VA",9,105,0.0857142857142857,4,2014,2009
"5036","Notre Dame","IN",9,109,0.0825688073394495,3,2014,2009
"5037","Notre Dame","TX",9,109,0.0825688073394495,4,2014,2009
"5038","Oregon","AZ",9,97,0.0927835051546392,4,2014,2009
"5039","Penn State","VA",9,94,0.0957446808510638,4,2014,2009
"5040","Stanford","AZ",9,96,0.09375,3,2014,2009
"5041","Toledo","MI",9,105,0.0857142857142857,3,2014,2009
"5042","UCLA","TX",9,110,0.0818181818181818,2,2014,2009
"5043","West Virginia","TX",9,101,0.0891089108910891,4,2014,2009
"5044","Wyoming","CA",9,86,0.104651162790698,3,2014,2009
"5045","Arkansas","LA",8,116,0.0689655172413793,5,2014,2009
"5046","Army","NY",8,109,0.073394495412844,4,2014,2009
"5047","Charlotte","SC",8,43,0.186046511627907,2,2014,2009
"5048","Chattanooga","TN",8,15,0.533333333333333,1,2014,2009
"5049","Connecticut","MA",8,98,0.0816326530612245,5,2014,2009
"5050","Duke","CA",8,101,0.0792079207920792,4,2014,2009
"5051","Florida State","AL",8,118,0.0677966101694915,2,2014,2009
"5052","Florida State","GA",8,118,0.0677966101694915,3,2014,2009
"5053","Hawai'i","UT",8,99,0.0808080808080808,3,2014,2009
"5054","Illinois","MI",8,104,0.0769230769230769,4,2014,2009
"5055","James Madison","VA",8,13,0.615384615384615,1,2014,2009
"5056","Maryland","GA",8,97,0.0824742268041237,5,2014,2009
"5057","Miami (OH)","SC",8,113,0.0707964601769911,4,2014,2009
"5058","Michigan State","PA",8,107,0.0747663551401869,4,2014,2009
"5059","Navy","TN",8,82,0.0975609756097561,3,2014,2009
"5060","Nebraska","OH",8,98,0.0816326530612245,4,2014,2009
"5061","New Mexico","MD",8,89,0.0898876404494382,4,2014,2009
"5062","Northern Arizona","AZ",8,10,0.8,1,2014,2009
"5063","Notre Dame","CA",8,109,0.073394495412844,5,2014,2009
"5064","Ohio State","FL",8,111,0.0720720720720721,2,2014,2009
"5065","Oregon State","HI",8,103,0.0776699029126214,4,2014,2009
"5066","Portland State","OR",8,14,0.571428571428571,1,2014,2009
"5067","Stanford","GA",8,96,0.0833333333333333,4,2014,2009
"5068","Syracuse","GA",8,107,0.0747663551401869,4,2014,2009
"5069","Syracuse","IL",8,107,0.0747663551401869,5,2014,2009
"5070","Toledo","PA",8,105,0.0761904761904762,4,2014,2009
"5071","UMass","NJ",8,39,0.205128205128205,1,2014,2009
"5072","Virginia","GA",8,104,0.0769230769230769,3,2014,2009
"5073","Washington State","FL",8,113,0.0707964601769911,3,2014,2009
"5074","Wyoming","WA",8,86,0.0930232558139535,4,2014,2009
"5075","Youngstown State","FL",8,14,0.571428571428571,1,2014,2009
"5076","Alabama","TX",7,116,0.0603448275862069,5,2014,2009
"5077","Army","WI",7,109,0.0642201834862385,5,2014,2009
"5078","Boston College","CT",7,103,0.0679611650485437,5,2014,2009
"5079","Illinois State","IL",7,13,0.538461538461538,1,2014,2009
"5080","Miami","GA",7,111,0.0630630630630631,2,2014,2009
"5081","Miami (OH)","IL",7,113,0.0619469026548673,5,2014,2009
"5082","Michigan","FL",7,120,0.0583333333333333,3,2014,2009
"5083","Minnesota","IL",7,112,0.0625,5,2014,2009
"5084","Nebraska","LA",7,98,0.0714285714285714,5,2014,2009
"5085","New Mexico","FL",7,89,0.0786516853932584,5,2014,2009
"5086","Northwestern","CA",7,89,0.0786516853932584,4,2014,2009
"5087","Northwestern","FL",7,89,0.0786516853932584,5,2014,2009
"5088","Old Dominion","NC",7,58,0.120689655172414,2,2014,2009
"5089","Old Dominion","NJ",7,58,0.120689655172414,3,2014,2009
"5090","Texas Tech","FL",7,105,0.0666666666666667,2,2014,2009
"5091","UCLA","AZ",7,110,0.0636363636363636,3,2014,2009
"5092","Vanderbilt","CA",7,116,0.0603448275862069,5,2014,2009
"5093","Virginia Tech","GA",7,113,0.0619469026548673,3,2014,2009
"5094","West Virginia","MD",7,101,0.0693069306930693,5,2014,2009
"5095","Wisconsin","IL",7,111,0.0630630630630631,4,2014,2009
"5096","Wyoming","IL",7,86,0.0813953488372093,5,2014,2009
"5097","Abilene Christian","TX",6,6,1,1,2014,2009
"5098","Furman","GA",6,12,0.5,1,2014,2009
"5099","Georgia Southern","FL",6,25,0.24,2,2014,2009
"5100","Jacksonville State","AL",6,12,0.5,1,2014,2009
"5101","Kansas","MO",6,77,0.0779220779220779,3,2014,2009
"5102","Michigan","PA",6,120,0.05,4,2014,2009
"5103","Navy","MD",6,82,0.0731707317073171,4,2014,2009
"5104","New Mexico State","NM",6,72,0.0833333333333333,3,2014,2009
"5105","Ohio","GA",6,90,0.0666666666666667,2,2014,2009
"5106","Ohio State","GA",6,111,0.0540540540540541,3,2014,2009
"5107","Pittsburgh","NJ",6,106,0.0566037735849057,3,2014,2009
"5108","Samford","AL",6,10,0.6,1,2014,2009
"5109","Tennessee","OH",6,116,0.0517241379310345,4,2014,2009
"5110","Tennessee State","FL",6,13,0.461538461538462,1,2014,2009
"5111","Tennessee Tech","TN",6,7,0.857142857142857,1,2014,2009
"5112","UMass","FL",6,39,0.153846153846154,2,2014,2009
"5113","BYU","AZ",5,95,0.0526315789473684,3,2014,2009
"5114","Charlotte","GA",5,43,0.116279069767442,3,2014,2009
"5115","Duke","OH",5,101,0.0495049504950495,5,2014,2009
"5116","East Tennessee State","TN",5,5,1,1,2014,2009
"5117","Eastern Washington","WA",5,7,0.714285714285714,1,2014,2009
"5118","Kansas State","OK",5,75,0.0666666666666667,4,2014,2009
"5119","Kennesaw State","GA",5,5,1,1,2014,2009
"5120","McNeese","LA",5,7,0.714285714285714,1,2014,2009
"5121","Michigan","IL",5,120,0.0416666666666667,5,2014,2009
"5122","Murray State","TN",5,9,0.555555555555556,1,2014,2009
"5123","Navy","NC",5,82,0.0609756097560976,5,2014,2009
"5124","North Dakota","MN",5,6,0.833333333333333,1,2014,2009
"5125","Ohio","FL",5,90,0.0555555555555556,3,2014,2009
"5126","Ohio State","IL",5,111,0.045045045045045,4,2014,2009
"5127","Ohio State","IN",5,111,0.045045045045045,5,2014,2009
"5128","Pittsburgh","FL",5,106,0.0471698113207547,4,2014,2009
"5129","Pittsburgh","MD",5,106,0.0471698113207547,5,2014,2009
"5130","Richmond","VA",5,11,0.454545454545455,1,2014,2009
"5131","Stanford","FL",5,96,0.0520833333333333,5,2014,2009
"5132","UMass","CT",5,39,0.128205128205128,3,2014,2009
"5133","UMass","PA",5,39,0.128205128205128,4,2014,2009
"5134","Wofford","FL",5,8,0.625,1,2014,2009
"5135","Chattanooga","GA",4,15,0.266666666666667,2,2014,2009
"5136","Delaware","PA",4,11,0.363636363636364,1,2014,2009
"5137","Indiana State","IN",4,9,0.444444444444444,1,2014,2009
"5138","Jacksonville State","GA",4,12,0.333333333333333,2,2014,2009
"5139","Lehigh","FL",4,7,0.571428571428571,1,2014,2009
"5140","Newberry","SC",4,4,1,1,2014,2009
"5141","Northern Iowa","IA",4,12,0.333333333333333,1,2014,2009
"5142","Northern Iowa","WI",4,12,0.333333333333333,2,2014,2009
"5143","Ohio","NE",4,90,0.0444444444444444,4,2014,2009
"5144","Penn State","DE",4,94,0.0425531914893617,5,2014,2009
"5145","Pennsylvania","CA",4,9,0.444444444444444,1,2014,2009
"5146","Southern Illinois","IL",4,10,0.4,1,2014,2009
"5147","Tennessee State","TN",4,13,0.307692307692308,2,2014,2009
