"","committed_to","state_province","count","tot","share","rank","end_year","start_year"
"5148","Towson","VA",4,8,0.5,1,2014,2009
"5149","UMass","MA",4,39,0.102564102564103,5,2014,2009
"5150","UT Martin","TN",4,4,1,1,2014,2009
"5151","Youngstown State","OH",4,14,0.285714285714286,2,2014,2009
"5152","Alabama State","GA",3,5,0.6,1,2014,2009
"5153","Albany","MD",3,7,0.428571428571429,1,2014,2009
"5154","Central Arkansas","AR",3,7,0.428571428571429,1,2014,2009
"5155","Charleston Southern","FL",3,8,0.375,1,2014,2009
"5156","Charleston Southern","GA",3,8,0.375,2,2014,2009
"5157","Colgate","FL",3,6,0.5,1,2014,2009
"5158","Florida A&M","FL",3,3,1,1,2014,2009
"5159","Fort Hays State","FL",3,3,1,1,2014,2009
"5160","Houston Baptist","TX",3,4,0.75,1,2014,2009
"5161","Jacksonville","FL",3,3,1,1,2014,2009
"5162","Mercer","TN",3,4,0.75,1,2014,2009
"5163","Montana","OR",3,4,0.75,1,2014,2009
"5164","Nicholls","LA",3,4,0.75,1,2014,2009
"5165","Norfolk State","VA",3,3,1,1,2014,2009
"5166","North Dakota State","MN",3,10,0.3,1,2014,2009
"5167","Northern Iowa","MN",3,12,0.25,3,2014,2009
"5168","Old Dominion","GA",3,58,0.0517241379310345,4,2014,2009
"5169","Old Dominion","MD",3,58,0.0517241379310345,5,2014,2009
"5170","Portland State","CA",3,14,0.214285714285714,2,2014,2009
"5171","Sacramento State","CA",3,3,1,1,2014,2009
"5172","Sam Houston State","TX",3,4,0.75,1,2014,2009
"5173","South Dakota State","NE",3,3,1,1,2014,2009
"5174","Stephen F. Austin","TX",3,4,0.75,1,2014,2009
"5175","Stony Brook","NY",3,6,0.5,1,2014,2009
"5176","Towson","PA",3,8,0.375,2,2014,2009
"5177","UC Davis","CA",3,5,0.6,1,2014,2009
"5178","VMI","VA",3,7,0.428571428571429,1,2014,2009
"5179","Western Carolina","GA",3,10,0.3,1,2014,2009
"5180","Western Carolina","NC",3,10,0.3,2,2014,2009
"5181","Western Carolina","SC",3,10,0.3,3,2014,2009
"5182","William & Mary","VA",3,6,0.5,1,2014,2009
"5183","Yale","FL",3,26,0.115384615384615,1,2014,2009
"5184","Yale","GA",3,26,0.115384615384615,2,2014,2009
"5185","Yale","OH",3,26,0.115384615384615,3,2014,2009
"5186","Yale","TX",3,26,0.115384615384615,4,2014,2009
"5187","Alabama State","FL",2,5,0.4,2,2014,2009
"5188","Alcorn State","FL",2,4,0.5,1,2014,2009
"5189","Alcorn State","MS",2,4,0.5,2,2014,2009
"5190","Austin Peay","TN",2,5,0.4,1,2014,2009
"5191","Bucknell","PA",2,3,0.666666666666667,1,2014,2009
"5192","Cal Poly","CA",2,2,1,1,2014,2009
"5193","Coastal Carolina","FL",2,7,0.285714285714286,1,2014,2009
"5194","Delaware","MD",2,11,0.181818181818182,2,2014,2009
"5195","Delaware","NJ",2,11,0.181818181818182,3,2014,2009
"5196","Delaware State","NJ",2,2,1,1,2014,2009
"5197","Duquesne","PA",2,3,0.666666666666667,1,2014,2009
"5198","Eastern Kentucky","KY",2,5,0.4,1,2014,2009
"5199","Ferris State","MI",2,2,1,1,2014,2009
"5200","Furman","AL",2,12,0.166666666666667,2,2014,2009
"5201","Furman","FL",2,12,0.166666666666667,3,2014,2009
"5202","Gardner-Webb","NC",2,4,0.5,1,2014,2009
"5203","Hampton","VA",2,4,0.5,1,2014,2009
"5204","Harvard","CA",2,14,0.142857142857143,1,2014,2009
"5205","Harvard","TN",2,14,0.142857142857143,2,2014,2009
"5206","Idaho State","CA",2,3,0.666666666666667,1,2014,2009
"5207","Incarnate Word","TX",2,2,1,1,2014,2009
"5208","Indiana State","IL",2,9,0.222222222222222,2,2014,2009
"5209","Jackson State","GA",2,6,0.333333333333333,1,2014,2009
"5210","Lenoir-Rhyne","NC",2,6,0.333333333333333,1,2014,2009
"5211","Lenoir-Rhyne","SC",2,6,0.333333333333333,2,2014,2009
"5212","Liberty","FL",2,5,0.4,1,2014,2009
"5213","Missouri State","KS",2,4,0.5,1,2014,2009
"5214","Murray State","AL",2,9,0.222222222222222,2,2014,2009
"5215","North Dakota State","FL",2,10,0.2,2,2014,2009
"5216","North Dakota State","NE",2,10,0.2,3,2014,2009
"5217","Northern Colorado","LA",2,6,0.333333333333333,1,2014,2009
"5218","Pennsylvania","PA",2,9,0.222222222222222,2,2014,2009
"5219","Presbyterian College","GA",2,5,0.4,1,2014,2009
"5220","Presbyterian College","SC",2,5,0.4,2,2014,2009
"5221","Princeton","FL",2,5,0.4,1,2014,2009
"5222","Richmond","NC",2,11,0.181818181818182,2,2014,2009
"5223","Samford","FL",2,10,0.2,2,2014,2009
"5224","Savannah State","GA",2,2,1,1,2014,2009
"5225","Southeast Missouri State","FL",2,4,0.5,1,2014,2009
"5226","Southern","LA",2,3,0.666666666666667,1,2014,2009
"5227","Southern Illinois","FL",2,10,0.2,2,2014,2009
"5228","Southwest Minnesota State","MN",2,2,1,1,2014,2009
"5229","Tarleton State","TX",2,2,1,1,2014,2009
"5230","Texas Southern","FL",2,3,0.666666666666667,1,2014,2009
"5231","The Citadel","FL",2,7,0.285714285714286,1,2014,2009
"5232","The Citadel","PA",2,7,0.285714285714286,2,2014,2009
"5233","UC Davis","AZ",2,5,0.4,2,2014,2009
"5234","Valdosta State","FL",2,3,0.666666666666667,1,2014,2009
"5235","Villanova","NY",2,8,0.25,1,2014,2009
"5236","Villanova","PA",2,8,0.25,2,2014,2009
"5237","Western Illinois","WI",2,4,0.5,1,2014,2009
"5238","Wofford","GA",2,8,0.25,2,2014,2009
"5239","Yale","AZ",2,26,0.0769230769230769,5,2014,2009
"5240","Alabama A&M","GA",1,1,1,1,2014,2009
"5241","Albany","FL",1,7,0.142857142857143,2,2014,2009
"5242","Albany","NJ",1,7,0.142857142857143,3,2014,2009
"5243","Austin Peay","FL",1,5,0.2,2,2014,2009
"5244","Austin Peay","IN",1,5,0.2,3,2014,2009
"5245","Azusa Pacific","CA",1,1,1,1,2014,2009
"5246","Bemidji State","MN",1,1,1,1,2014,2009
"5247","Benedict College","FL",1,1,1,1,2014,2009
"5248","Bluefield College","VA",1,1,1,1,2014,2009
"5249","Brown","RI",1,1,1,1,2014,2009
"5250","Bucknell","NY",1,3,0.333333333333333,2,2014,2009
"5251","Butler","IN",1,1,1,1,2014,2009
"5252","Campbell","TN",1,2,0.5,1,2014,2009
"5253","Campbell","VA",1,2,0.5,2,2014,2009
"5254","Central Arkansas","FL",1,7,0.142857142857143,2,2014,2009
"5255","Central Arkansas","LA",1,7,0.142857142857143,3,2014,2009
"5256","Chadron State","FL",1,1,1,1,2014,2009
"5257","Coastal Carolina","GA",1,7,0.142857142857143,2,2014,2009
"5258","Coastal Carolina","MD",1,7,0.142857142857143,3,2014,2009
"5259","Coastal Carolina","MO",1,7,0.142857142857143,4,2014,2009
"5260","Colgate","IL",1,6,0.166666666666667,2,2014,2009
"5261","Colgate","OH",1,6,0.166666666666667,3,2014,2009
"5262","Columbia","CA",1,4,0.25,1,2014,2009
"5263","Columbia","OH",1,4,0.25,2,2014,2009
"5264","Columbia","OR",1,4,0.25,3,2014,2009
"5265","Cornell","GA",1,2,0.5,1,2014,2009
"5266","Cornell","PA",1,2,0.5,2,2014,2009
"5267","Dartmouth","CA",1,3,0.333333333333333,1,2014,2009
"5268","Dartmouth","FL",1,3,0.333333333333333,2,2014,2009
"5269","Dartmouth","TX",1,3,0.333333333333333,3,2014,2009
"5270","Duquesne","NJ",1,3,0.333333333333333,2,2014,2009
"5271","Eastern Illinois","AL",1,5,0.2,1,2014,2009
"5272","Eastern Illinois","FL",1,5,0.2,2,2014,2009
"5273","Eastern Illinois","HI",1,5,0.2,3,2014,2009
"5274","Eastern Illinois","IL",1,5,0.2,4,2014,2009
"5275","Eastern Kentucky","GA",1,5,0.2,2,2014,2009
"5276","Eastern Kentucky","OH",1,5,0.2,3,2014,2009
"5277","Elon","IN",1,3,0.333333333333333,1,2014,2009
"5278","Elon","NC",1,3,0.333333333333333,2,2014,2009
"5279","Elon","PA",1,3,0.333333333333333,3,2014,2009
"5280","Fairmont State","FL",1,2,0.5,1,2014,2009
"5281","Fairmont State","WV",1,2,0.5,2,2014,2009
"5282","Faulkner","FL",1,1,1,1,2014,2009
"5283","Fordham","MD",1,3,0.333333333333333,1,2014,2009
"5284","Fordham","NY",1,3,0.333333333333333,2,2014,2009
"5285","Fordham","PA",1,3,0.333333333333333,3,2014,2009
"5286","Gardner-Webb","PA",1,4,0.25,2,2014,2009
"5287","Georgetown","GA",1,2,0.5,1,2014,2009
"5288","Georgetown","LA",1,2,0.5,2,2014,2009
"5289","Grambling","AR",1,4,0.25,1,2014,2009
"5290","Grambling","CA",1,4,0.25,2,2014,2009
"5291","Grambling","LA",1,4,0.25,3,2014,2009
"5292","Grand Valley State","IN",1,2,0.5,1,2014,2009
"5293","Grand Valley State","MI",1,2,0.5,2,2014,2009
"5294","Hampton","FL",1,4,0.25,2,2014,2009
"5295","Harvard","AR",1,14,0.0714285714285714,3,2014,2009
"5296","Harvard","AZ",1,14,0.0714285714285714,4,2014,2009
"5297","Harvard","CT",1,14,0.0714285714285714,5,2014,2009
"5298","Holy Cross","FL",1,4,0.25,1,2014,2009
"5299","Holy Cross","GA",1,4,0.25,2,2014,2009
"5300","Holy Cross","MA",1,4,0.25,3,2014,2009
"5301","Howard","FL",1,1,1,1,2014,2009
"5302","Idaho State","WA",1,3,0.333333333333333,2,2014,2009
"5303","Illinois State","FL",1,13,0.0769230769230769,2,2014,2009
"5304","Illinois State","IN",1,13,0.0769230769230769,3,2014,2009
"5305","Illinois State","LA",1,13,0.0769230769230769,4,2014,2009
"5306","Indiana State","GA",1,9,0.111111111111111,3,2014,2009
"5307","Iowa Wesleyan","IL",1,1,1,1,2014,2009
"5308","Jackson State","FL",1,6,0.166666666666667,2,2014,2009
"5309","Jackson State","IN",1,6,0.166666666666667,3,2014,2009
"5310","Jackson State","MS",1,6,0.166666666666667,4,2014,2009
"5311","James Madison","DE",1,13,0.0769230769230769,2,2014,2009
"5312","James Madison","MD",1,13,0.0769230769230769,3,2014,2009
"5313","Kentucky Wesleyan","KY",1,1,1,1,2014,2009
"5314","Lafayette","AZ",1,2,0.5,1,2014,2009
"5315","Lafayette","CA",1,2,0.5,2,2014,2009
"5316","Lamar","TX",1,1,1,1,2014,2009
"5317","Lehigh","NJ",1,7,0.142857142857143,2,2014,2009
"5318","Lenoir-Rhyne","FL",1,6,0.166666666666667,3,2014,2009
"5319","Liberty","AL",1,5,0.2,2,2014,2009
"5320","Liberty","NC",1,5,0.2,3,2014,2009
"5321","Maine","MA",1,3,0.333333333333333,1,2014,2009
"5322","Maine","NY",1,3,0.333333333333333,2,2014,2009
"5323","Maine","PA",1,3,0.333333333333333,3,2014,2009
"5324","Malone","OH",1,1,1,1,2014,2009
"5325","Marist","FL",1,1,1,1,2014,2009
"5326","Merrimack","NY",1,1,1,1,2014,2009
"5327","Midwestern State","TX",1,1,1,1,2014,2009
"5328","Mississippi College","LA",1,1,1,1,2014,2009
"5329","Missouri State","OK",1,4,0.25,2,2014,2009
"5330","Monmouth","DC",1,4,0.25,1,2014,2009
"5331","Monmouth","FL",1,4,0.25,2,2014,2009
"5332","Monmouth","MA",1,4,0.25,3,2014,2009
"5333","Montana State","NV",1,3,0.333333333333333,1,2014,2009
"5334","Montana State","OR",1,3,0.333333333333333,2,2014,2009
"5335","Montana State","TX",1,3,0.333333333333333,3,2014,2009
"5336","New Hampshire","CT",1,3,0.333333333333333,1,2014,2009
"5337","New Hampshire","MA",1,3,0.333333333333333,2,2014,2009
"5338","New Hampshire","NJ",1,3,0.333333333333333,3,2014,2009
"5339","North Alabama","AL",1,2,0.5,1,2014,2009
"5340","North Alabama","TN",1,2,0.5,2,2014,2009
"5341","North Carolina A&T","GA",1,1,1,1,2014,2009
"5342","North Carolina Central","MD",1,2,0.5,1,2014,2009
"5343","North Carolina Central","VA",1,2,0.5,2,2014,2009
"5344","North Greenville","SC",1,1,1,1,2014,2009
"5345","Northern Colorado","CA",1,6,0.166666666666667,2,2014,2009
"5346","Northern Colorado","IL",1,6,0.166666666666667,3,2014,2009
"5347","Northern Colorado","MI",1,6,0.166666666666667,4,2014,2009
"5348","Northern Michigan","FL",1,1,1,1,2014,2009
"5349","Northwest Missouri State","MO",1,1,1,1,2014,2009
"5350","Northwestern State","LA",1,1,1,1,2014,2009
"5351","Notre Dame College","FL",1,2,0.5,1,2014,2009
"5352","Notre Dame College","MI",1,2,0.5,2,2014,2009
"5353","Pennsylvania","FL",1,9,0.111111111111111,3,2014,2009
"5354","Prairie View","TX",1,1,1,1,2014,2009
"5355","Princeton","MD",1,5,0.2,2,2014,2009
"5356","Princeton","NJ",1,5,0.2,3,2014,2009
"5357","Rhode Island","NJ",1,2,0.5,1,2014,2009
"5358","Rhode Island","NY",1,2,0.5,2,2014,2009
"5359","Richmond","FL",1,11,0.0909090909090909,3,2014,2009
"5360","Robert Morris","GA",1,2,0.5,1,2014,2009
"5361","Robert Morris","PA",1,2,0.5,2,2014,2009
"5362","Shorter","AL",1,1,1,1,2014,2009
"5363","South Dakota","CO",1,3,0.333333333333333,1,2014,2009
"5364","South Dakota","FL",1,3,0.333333333333333,2,2014,2009
"5365","South Dakota","IL",1,3,0.333333333333333,3,2014,2009
"5366","Southeast Missouri State","KS",1,4,0.25,2,2014,2009
"5367","Southeastern Louisiana","LA",1,2,0.5,1,2014,2009
"5368","Southeastern Louisiana","MS",1,2,0.5,2,2014,2009
"5369","Southern","GA",1,3,0.333333333333333,2,2014,2009
"5370","Southern Illinois","IA",1,10,0.1,3,2014,2009
"5371","Southern Utah","UT",1,1,1,1,2014,2009
"5372","St Francis (PA)","VA",1,1,1,1,2014,2009
"5373","Stetson","FL",1,1,1,1,2014,2009
"5374","Stony Brook","GA",1,6,0.166666666666667,2,2014,2009
"5375","Stony Brook","NJ",1,6,0.166666666666667,3,2014,2009
"5376","Texas Southern","TX",1,3,0.333333333333333,2,2014,2009
"5377","The Citadel","GA",1,7,0.142857142857143,3,2014,2009
"5378","Tusculum","TN",1,1,1,1,2014,2009
"5379","Tuskegee","GA",1,1,1,1,2014,2009
"5380","Valdosta State","GA",1,3,0.333333333333333,2,2014,2009
"5381","Villanova","FL",1,8,0.125,3,2014,2009
"5382","Villanova","NJ",1,8,0.125,4,2014,2009
"5383","VMI","PA",1,7,0.142857142857143,2,2014,2009
"5384","VMI","SC",1,7,0.142857142857143,3,2014,2009
"5385","Wagner","FL",1,2,0.5,1,2014,2009
"5386","Wagner","NY",1,2,0.5,2,2014,2009
"5387","Weber State","FL",1,2,0.5,1,2014,2009
"5388","Weber State","UT",1,2,0.5,2,2014,2009
"5389","West Alabama","AL",1,2,0.5,1,2014,2009
"5390","West Alabama","FL",1,2,0.5,2,2014,2009
"5391","Western Illinois","IL",1,4,0.25,2,2014,2009
"5392","Western New Mexico","TX",1,1,1,1,2014,2009
"5393","William & Mary","DC",1,6,0.166666666666667,2,2014,2009
"5394","William & Mary","GA",1,6,0.166666666666667,3,2014,2009
"5395","Wingate","SC",1,1,1,1,2014,2009
"5396","Baylor","TX",101,105,0.961904761904762,1,2013,2008
"5397","Texas","TX",99,106,0.933962264150943,1,2013,2008
"5398","Texas A&M","TX",98,119,0.823529411764706,1,2013,2008
"5399","Florida International","FL",92,112,0.821428571428571,1,2013,2008
"5400","Rice","TX",90,101,0.891089108910891,1,2013,2008
"5401","Houston","TX",88,105,0.838095238095238,1,2013,2008
"5402","TCU","TX",87,105,0.828571428571429,1,2013,2008
"5403","San Diego State","CA",82,103,0.796116504854369,1,2013,2008
"5404","SMU","TX",80,120,0.666666666666667,1,2013,2008
"5405","South Florida","FL",76,92,0.826086956521739,1,2013,2008
"5406","Texas Tech","TX",74,109,0.678899082568807,1,2013,2008
"5407","Georgia","GA",73,108,0.675925925925926,1,2013,2008
"5408","North Texas","TX",72,81,0.888888888888889,1,2013,2008
"5409","Oklahoma State","TX",72,111,0.648648648648649,1,2013,2008
"5410","Central Michigan","MI",71,115,0.617391304347826,1,2013,2008
"5411","Florida State","FL",71,112,0.633928571428571,1,2013,2008
"5412","Fresno State","CA",70,82,0.853658536585366,1,2013,2008
"5413","UCLA","CA",70,118,0.593220338983051,1,2013,2008
"5414","Mississippi State","MS",69,110,0.627272727272727,1,2013,2008
"5415","LSU","LA",68,116,0.586206896551724,1,2013,2008
"5416","UCF","FL",68,98,0.693877551020408,1,2013,2008
"5417","Florida","FL",67,111,0.603603603603604,1,2013,2008
"5418","Miami","FL",66,102,0.647058823529412,1,2013,2008
"5419","Virginia Tech","VA",66,106,0.622641509433962,1,2013,2008
"5420","Florida Atlantic","FL",64,70,0.914285714285714,1,2013,2008
"5421","Washington","CA",64,109,0.587155963302752,1,2013,2008
"5422","Ohio State","OH",63,113,0.557522123893805,1,2013,2008
"5423","Virginia","VA",63,115,0.547826086956522,1,2013,2008
"5424","San José State","CA",61,71,0.859154929577465,1,2013,2008
"5425","Nevada","CA",59,77,0.766233766233766,1,2013,2008
"5426","Tulsa","OK",59,104,0.567307692307692,1,2013,2008
"5427","California","CA",57,90,0.633333333333333,1,2013,2008
"5428","Tulane","LA",57,109,0.522935779816514,1,2013,2008
"5429","USC","CA",57,86,0.662790697674419,1,2013,2008
"5430","Oklahoma","TX",56,104,0.538461538461538,1,2013,2008
"5431","UAB","AL",56,106,0.528301886792453,1,2013,2008
"5432","Georgia Tech","GA",55,94,0.585106382978723,1,2013,2008
"5433","UTEP","TX",55,76,0.723684210526316,1,2013,2008
"5434","Rutgers","NJ",54,106,0.509433962264151,1,2013,2008
"5435","Troy","AL",52,108,0.481481481481481,1,2013,2008
"5436","Kent State","OH",51,91,0.56043956043956,1,2013,2008
"5437","Toledo","OH",51,100,0.51,1,2013,2008
"5438","Washington State","CA",51,111,0.459459459459459,1,2013,2008
"5439","East Carolina","NC",50,91,0.549450549450549,1,2013,2008
"5440","Louisiana","LA",50,92,0.543478260869565,1,2013,2008
"5441","Northern Illinois","IL",49,117,0.418803418803419,1,2013,2008
"5442","Marshall","FL",48,98,0.489795918367347,1,2013,2008
"5443","North Carolina","NC",48,108,0.444444444444444,1,2013,2008
"5444","Oregon State","CA",48,102,0.470588235294118,1,2013,2008
"5445","Akron","OH",47,92,0.510869565217391,1,2013,2008
"5446","Cincinnati","OH",45,104,0.432692307692308,1,2013,2008
"5447","Middle Tennessee","GA",45,92,0.489130434782609,1,2013,2008
"5448","BYU","UT",44,94,0.468085106382979,1,2013,2008
"5449","Auburn","AL",43,112,0.383928571428571,1,2013,2008
"5450","Temple","PA",43,96,0.447916666666667,1,2013,2008
"5451","Arizona State","CA",42,86,0.488372093023256,1,2013,2008
"5452","Clemson","SC",42,101,0.415841584158416,1,2013,2008
"5453","Colorado","CA",42,105,0.4,1,2013,2008
"5454","Louisville","FL",42,97,0.43298969072165,1,2013,2008
"5455","Oregon","CA",42,98,0.428571428571429,1,2013,2008
"5456","Pittsburgh","PA",42,103,0.407766990291262,1,2013,2008
"5457","Western Michigan","FL",42,107,0.392523364485981,1,2013,2008
"5458","Wisconsin","WI",41,104,0.394230769230769,1,2013,2008
"5459","Hawai'i","HI",40,102,0.392156862745098,1,2013,2008
"5460","Western Kentucky","FL",40,76,0.526315789473684,1,2013,2008
"5461","Alabama","AL",39,119,0.327731092436975,1,2013,2008
"5462","Bowling Green","OH",39,105,0.371428571428571,1,2013,2008
"5463","Miami (OH)","OH",39,111,0.351351351351351,1,2013,2008
"5464","Arizona","CA",38,107,0.355140186915888,1,2013,2008
"5465","Louisiana Monroe","TX",38,95,0.4,1,2013,2008
"5466","Maryland","MD",38,106,0.358490566037736,1,2013,2008
"5467","Michigan","OH",38,125,0.304,1,2013,2008
"5468","Michigan State","MI",38,110,0.345454545454545,1,2013,2008
"5469","Boise State","CA",36,87,0.413793103448276,1,2013,2008
"5470","Louisiana Tech","LA",36,75,0.48,1,2013,2008
"5471","Ohio","OH",36,84,0.428571428571429,1,2013,2008
"5472","Ole Miss","MS",36,117,0.307692307692308,1,2013,2008
"5473","Purdue","FL",36,102,0.352941176470588,1,2013,2008
"5474","South Carolina","GA",36,119,0.302521008403361,1,2013,2008
"5475","UNLV","CA",36,80,0.45,1,2013,2008
"5476","Air Force","TX",35,123,0.284552845528455,1,2013,2008
"5477","Missouri","MO",35,96,0.364583333333333,1,2013,2008
"5478","South Carolina","SC",35,119,0.294117647058824,2,2013,2008
"5479","Southern Mississippi","MS",35,103,0.339805825242718,1,2013,2008
"5480","Michigan State","OH",34,110,0.309090909090909,2,2013,2008
"5481","NC State","NC",34,102,0.333333333333333,1,2013,2008
"5482","Troy","FL",34,108,0.314814814814815,2,2013,2008
"5483","Utah State","UT",34,71,0.47887323943662,1,2013,2008
"5484","Duke","NC",33,109,0.302752293577982,1,2013,2008
"5485","Indiana","IN",33,103,0.320388349514563,1,2013,2008
"5486","New Mexico","TX",33,91,0.362637362637363,1,2013,2008
"5487","Utah","UT",33,94,0.351063829787234,1,2013,2008
"5488","Illinois","IL",32,112,0.285714285714286,1,2013,2008
"5489","Michigan","MI",32,125,0.256,2,2013,2008
"5490","Temple","NJ",32,96,0.333333333333333,2,2013,2008
"5491","Wake Forest","FL",32,99,0.323232323232323,1,2013,2008
"5492","West Virginia","FL",32,108,0.296296296296296,1,2013,2008
"5493","Arkansas","AR",31,117,0.264957264957265,1,2013,2008
"5494","Arkansas State","AR",31,88,0.352272727272727,1,2013,2008
"5495","Hawai'i","CA",31,102,0.303921568627451,2,2013,2008
"5496","Kansas","TX",31,83,0.373493975903614,1,2013,2008
"5497","Missouri","TX",31,96,0.322916666666667,2,2013,2008
"5498","Colorado State","TX",30,110,0.272727272727273,1,2013,2008
"5499","Iowa State","FL",30,104,0.288461538461538,1,2013,2008
"5500","Minnesota","MN",30,105,0.285714285714286,1,2013,2008
"5501","Southern Mississippi","AL",30,103,0.29126213592233,2,2013,2008
"5502","Kentucky","GA",29,112,0.258928571428571,1,2013,2008
"5503","Washington","WA",29,109,0.26605504587156,2,2013,2008
"5504","Indiana","OH",28,103,0.271844660194175,2,2013,2008
